编号	ID
CQ_HJ_009_4_1	715585114746400775
CQ_HJ_009_4_2	715585114742206469
CQ_HJ_009_4_3	710061638245683213
CQ_HJ_010_1_1	715585114763177997
CQ_HJ_010_1_2	715585114763177997
CQ_HJ_010_1_3	710062247497699331
CQ_HJ_010_2_1	715585114763177991
CQ_HJ_010_2_2	715585114771566593
CQ_HJ_010_2_3	715585114767372293
CQ_HJ_010_3_1	715585114767372291
CQ_HJ_010_3_2	715585114767372299
CQ_HJ_010_3_3	715585114771566599
CQ_HJ_010_4_1	715585114771566607
CQ_HJ_010_4_2	715585114771566603
CQ_HJ_010_4_3	710061638304403461
CQ_HJ_011_1_1	715585114800926727
CQ_HJ_011_1_2	715585114796732423
CQ_HJ_011_1_3	715585114796732423
CQ_HJ_011_2_1	715585114800926733
CQ_HJ_011_2_2	715585114800926733
CQ_HJ_011_2_3	710062247564808193
CQ_HJ_011_3_1	715585114800926731
CQ_HJ_011_3_2	715585114800926723
CQ_HJ_011_3_3	715585114800926723
CQ_HJ_011_4_1	715585114800926737
CQ_HJ_011_4_2	715585114800926739
CQ_HJ_011_4_3	715585114800926741
CQ_HJ_012_1_1	715585114792538139
CQ_HJ_012_1_2	715585114792538139
CQ_HJ_012_1_3	715585114792538121
CQ_HJ_012_2_1	715585114792538127
CQ_HJ_012_2_2	715585114792538143
CQ_HJ_012_2_3	710062247585779723
CQ_HJ_012_3_1	715585114792538133
CQ_HJ_012_3_2	715585114792538133
CQ_HJ_012_3_3	715585114792538131
CQ_HJ_012_4_1	715585114796732421
CQ_HJ_012_4_2	715585114796732421
CQ_HJ_012_4_3	710061638237294595
CQ_HJ_013_1_1	715585114683486217
CQ_HJ_013_1_2	715585114687680517
CQ_HJ_013_1_3	715585114687680517
CQ_HJ_013_2_1	715585114696069125
CQ_HJ_013_2_2	715585114696069125
CQ_HJ_013_2_3	710062247564808207
CQ_HJ_013_3_1	715585114691874821
CQ_HJ_013_3_2	715585114696069121
CQ_HJ_013_3_3	710062247644499989
CQ_HJ_013_4_1	715585114708652039
CQ_HJ_013_4_2	715585114708652039
CQ_HJ_013_4_3	715585114704457735
DQ_HJ_001_1_1	715601261181034497
DQ_HJ_001_1_2	715601261243949059
DQ_HJ_001_1_3	710062247552225289
DQ_HJ_001_2_1	715601261197811719
DQ_HJ_001_2_2	715601261197811713
DQ_HJ_001_2_3	715601261210394625
DQ_HJ_001_3_1	715601261214588931
DQ_HJ_001_3_2	715601261214588935
DQ_HJ_001_3_3	715601261214588935
DQ_HJ_001_4_1	715601261231366151
DQ_HJ_001_4_2	715601261243949065
DQ_HJ_001_4_3	715601261243949065
DQ_HJ_002_1_1	715601261260726273
DQ_HJ_002_1_2	715601261273309185
DQ_HJ_002_1_3	710062247548030983
DQ_HJ_002_2_1	715601261269114881
DQ_HJ_002_2_2	715601261264920577
DQ_HJ_002_2_3	710062247573196805
DQ_HJ_002_3_1	715601261281697793
DQ_HJ_002_3_2	715601261285892097
DQ_HJ_002_3_3	715601261285892097
DQ_HJ_002_4_1	715601261323640833
DQ_HJ_002_4_2	715601261323640833
DQ_HJ_002_4_3	710061638258266115
DQ_HJ_003_1_1	715601261323640837
DQ_HJ_003_1_2	715601261306863623
DQ_HJ_003_1_3	715601261306863623
DQ_HJ_003_2_1	715601261340418049
DQ_HJ_003_2_2	715601261340418049
DQ_HJ_003_2_3	715601261285892101
DQ_HJ_003_3_1	715601261332029445
DQ_HJ_003_3_2	715601261344612353
DQ_HJ_003_3_3	715601261344612353
DQ_HJ_003_4_1	715601261290086401
DQ_HJ_003_4_2	715601261306863621
DQ_HJ_003_4_3	715601261298475011
DQ_HJ_004_1_1	715601261332029441
DQ_HJ_004_1_2	715601261298475009
DQ_HJ_004_1_3	710062247522865153
DQ_HJ_004_2_1	715601261306863617
DQ_HJ_004_2_2	715601261306863617
DQ_HJ_004_2_3	710062247581585409
DQ_HJ_004_3_1	715601261311057921
DQ_HJ_004_3_2	715601261311057921
DQ_HJ_004_3_3	715601261315252227
DQ_HJ_004_4_1	715601261327835139
DQ_HJ_004_4_2	715601261327835141
DQ_HJ_004_4_3	710061638321180674
DQ_HJ_005_1_1	715601261327835143
DQ_HJ_005_1_2	715601261378166785
DQ_HJ_005_1_3	715601261332029443
DQ_HJ_005_2_1	715601261332029447
DQ_HJ_005_2_2	715601261332029447
DQ_HJ_005_2_3	710062247589974019
DQ_HJ_005_3_1	715601261340418051
DQ_HJ_005_3_2	715601261340418051
DQ_HJ_005_3_3	710062247644499983
DQ_HJ_005_4_1	715601261373972483
DQ_HJ_005_4_2	715601261369778177
DQ_HJ_005_4_3	715601261369778177
DQ_HJ_006_1_1	715601261378166789
DQ_HJ_006_1_2	715601261382361089
DQ_HJ_006_1_3	715601261390749701
DQ_HJ_006_2_1	715601261386555393
DQ_HJ_006_2_2	715601261386555393
DQ_HJ_006_2_3	715601261399138305
DQ_HJ_006_3_1	715601261382361091
DQ_HJ_006_3_2	715601261432692739
DQ_HJ_006_3_3	710062247644499975
DQ_HJ_006_4_1	715601261394944003
DQ_HJ_006_4_2	715601261394944003
DQ_HJ_006_4_3	710061638245683211
DQ_HJ_007_1_1	715601261390749700
DQ_HJ_007_1_2	715601261390749700
DQ_HJ_007_1_3	715601261407526915
DQ_HJ_007_2_1	715601261407526913
DQ_HJ_007_2_2	715601261415915523
DQ_HJ_007_2_3	710062247594168337
DQ_HJ_007_3_1	715601261415915521
DQ_HJ_007_3_2	715601261415915525
DQ_HJ_007_3_3	715601261415915527
DQ_HJ_007_4_1	715601261428498433
DQ_HJ_007_4_2	715601261424304129
DQ_HJ_007_4_3	710061638237294593
DQ_HJ_008_1_1	715601261432692741
DQ_HJ_008_1_2	715601261483024385
DQ_HJ_008_1_3	710062247548030981
DQ_HJ_008_2_1	715601261495607297
DQ_HJ_008_2_2	715601261503995907
DQ_HJ_008_2_3	710062247594168329
DQ_HJ_008_3_1	715601261487218689
DQ_HJ_008_3_2	715601261474635777
DQ_HJ_008_3_3	715601261478830081
DQ_HJ_008_4_1	715601261495607299
DQ_HJ_008_4_2	715601261478830083
DQ_HJ_008_4_3	710061638241488903
DQ_HJ_009_1_1	715601261503995905
DQ_HJ_009_1_2	715601261520773123
DQ_HJ_009_1_3	715601261520773123
DQ_HJ_009_2_1	715601261478830087
DQ_HJ_009_2_2	715601261495607301
DQ_HJ_009_2_3	710062247585779727
DQ_HJ_009_3_1	715601261516578817
DQ_HJ_009_3_2	715601261516578819
DQ_HJ_009_3_3	710062247652888579
DQ_HJ_009_4_1	715601261545938945
DQ_HJ_009_4_2	715601261537550339
DQ_HJ_009_4_3	710061638249877507
DQ_HJ_010_1_1	715601261541744641
DQ_HJ_010_1_2	715601261592076289
DQ_HJ_010_1_3	715601261592076289
DQ_HJ_010_2_1	715601261575299073
DQ_HJ_010_2_2	715601261575299073
DQ_HJ_010_2_3	710062247598362625
DQ_HJ_010_3_1	715601261596270595
DQ_HJ_010_3_2	715601261596270597
DQ_HJ_010_3_3	715601261604659201
DQ_HJ_010_4_1	715601261608853505
DQ_HJ_010_4_2	715601261617242113
DQ_HJ_010_4_3	715601261617242113
DQ_HJ_011_1_1	715601261625630721
DQ_HJ_011_1_2	715601261634019331
DQ_HJ_011_1_3	710062247543836675
DQ_HJ_011_2_1	715601261634019329
DQ_HJ_011_2_2	715601261634019329
DQ_HJ_011_2_3	710062247602556941
DQ_HJ_011_3_1	715601261638213635
DQ_HJ_011_3_2	715601261642407937
DQ_HJ_011_3_3	710062247648694275
DQ_HJ_011_4_1	715601261675962374
DQ_HJ_011_4_2	715601261650796545
DQ_HJ_011_4_3	715601261650796545
DQ_HJ_012_1_1	715601261650796549
DQ_HJ_012_1_2	715601261663379457
DQ_HJ_012_1_3	715601261650796547
DQ_HJ_012_2_1	715601261671768065
DQ_HJ_012_2_2	715601261675962371
DQ_HJ_012_2_3	715601261675962375
DQ_HJ_012_3_1	715601261680156673
DQ_HJ_012_3_2	715601261684350977
DQ_HJ_012_3_3	710062247652888582
DQ_HJ_012_4_1	715601261696933889
DQ_HJ_012_4_2	715601261696933889
DQ_HJ_012_4_3	715601261701128193
DQ_HJ_013_1_1	715601261713711109
DQ_HJ_013_1_2	715601261709516801
DQ_HJ_013_1_3	710062247564808198
DQ_HJ_013_2_1	715601261717905411
DQ_HJ_013_2_2	715601261713711107
DQ_HJ_013_2_3	715601261713711107
DQ_HJ_013_3_1	715601261717905413
DQ_HJ_013_3_2	715601261717905413
DQ_HJ_013_3_3	710062247648694285
DQ_HJ_013_4_1	715601261734682625
DQ_HJ_013_4_2	715601261734682625
DQ_HJ_013_4_3	715601261717905415
EQ_HJ_001_1_1	715601261717905417
EQ_HJ_001_1_2	715601261722099713
EQ_HJ_001_1_3	710062247619334147
EQ_HJ_001_2_1	715601261730488321
EQ_HJ_001_2_2	715601261730488323
EQ_HJ_001_2_3	710062247602556951
EQ_HJ_001_3_1	715601261734682627
EQ_HJ_001_3_2	715601261734682627
EQ_HJ_001_3_3	710062247648694279
EQ_HJ_001_4_1	715601261743071237
EQ_HJ_001_4_2	715601261747265537
EQ_HJ_001_4_3	710061638241488907
EQ_HJ_002_1_1	715601261755654147
EQ_HJ_002_1_2	715601261751459845
EQ_HJ_002_1_3	710062247556419597
EQ_HJ_002_2_1	715601261755654151
EQ_HJ_002_2_2	715601261755654151
EQ_HJ_002_2_3	715601261751459841
EQ_HJ_002_3_1	715601261755654145
EQ_HJ_002_3_2	715601261759848453
EQ_HJ_002_3_3	710062247648694281
EQ_HJ_002_4_1	715601261759848451
EQ_HJ_002_4_2	715601261759848451
EQ_HJ_002_4_3	710061638304403463
EQ_HJ_003_1_1	715601261764042757
EQ_HJ_003_1_2	715601261759848459
EQ_HJ_003_1_3	715601261759848459
EQ_HJ_003_2_1	715601261755654153
EQ_HJ_003_2_2	715601261764042761
EQ_HJ_003_2_3	715601261764042761
EQ_HJ_003_3_1	715601261764042755
EQ_HJ_003_3_2	715601261759848461
EQ_HJ_003_3_3	710062247652888587
EQ_HJ_003_4_1	715601261772431363
EQ_HJ_003_4_2	715601261772431361
EQ_HJ_003_4_3	715601261772431361
EQ_HJ_004_1_1	715601261772431373
EQ_HJ_004_1_2	715601261772431373
EQ_HJ_004_1_3	715601261776625665
EQ_HJ_004_2_1	715601261768237059
EQ_HJ_004_2_2	715601261772431365
EQ_HJ_004_2_3	715601261772431365
